Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	Tags
263	Spectrogram 1	1	20842.560177924	20881.615589539	25.700	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
264	Spectrogram 1	1	78986.114458338	79034.849187270	25.500	26.600	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
265	Spectrogram 1	1	59646.850286103	59716.703397572	25.700	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
266	Spectrogram 1	1	75338.402005082	75408.255116551	25.600	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
267	Spectrogram 1	1	79183.481349850	79222.469132996	25.500	26.600	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
268	Spectrogram 1	1	79050.273090770	79102.256801631	25.400	26.500	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
269	Spectrogram 1	1	18163.803950223	18200.561984684	25.900	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
270	Spectrogram 1	1	76476.683140195	76496.890000000	25.500	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
271	Spectrogram 1	1	13027.769585195	13062.230242502	25.900	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
272	Spectrogram 1	1	72384.566348011	72421.929640192	24.800	26.500	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
273	Spectrogram 1	1	76393.834101011	76432.821884156	25.700	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
274	Spectrogram 1	1	25310.582361781	25370.688527464	25.500	26.600	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
275	Spectrogram 1	1	62110.468910358	62155.954657361	25.600	27.000	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
276	Spectrogram 1	1	14960.561984684	14990.427887683	25.900	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
277	Spectrogram 1	1	64084.990449096	64135.349668992	25.400	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
278	Spectrogram 1	1	77074.231286455	77139.210925030	25.500	26.600	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
279	Spectrogram 1	1	63958.280153873	63995.643446054	25.500	27.000	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
280	Spectrogram 1	1	72574.631790845	72620.117537848	25.500	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
281	Spectrogram 1	1	67017.961656825	67076.443331544	25.400	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
282	Spectrogram 1	1	65254.623943459	65303.358672390	25.500	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
283	Spectrogram 1	1	66659.624124451	66709.983344348	25.500	26.600	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
284	Spectrogram 1	1	62191.693458577	62224.183277865	25.700	27.100	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
285	Spectrogram 1	1	67671.007024511	67713.243789586	25.100	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
286	Spectrogram 1	1	76234.633986500	76281.744224467	25.300	26.400	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
287	Spectrogram 1	1	76031.572615951	76070.560399096	25.500	26.600	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
288	Spectrogram 1	1	60627.308659867	60674.418897834	25.400	26.500	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
289	Spectrogram 1	1	16226.416796426	16251.687945118	25.900	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
290	Spectrogram 1	1	20001.720139635	20049.965059864	25.900	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
291	Spectrogram 1	1	22786.824996809	22839.664671347	24.400	26.500	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
292	Spectrogram 1	1	68658.234797197	68706.969526129	25.200	26.600	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
293	Spectrogram 1	1	61993.505560921	62029.244362138	25.700	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
294	Spectrogram 1	1	67740.860135980	67774.974446233	25.500	26.900	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
295	Spectrogram 1	1	63463.770639278	63506.007404353	25.400	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
296	Spectrogram 1	1	61928.525922346	61967.513705491	25.500	27.000	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
297	Spectrogram 1	1	67095.937223116	67152.794406870	25.300	26.900	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
298	Spectrogram 1	1	19941.988333636	19976.448990943	25.800	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
299	Spectrogram 1	1	62904.945747527	62939.060057780	25.400	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
300	Spectrogram 1	1	70678.704816603	70724.190563606	25.400	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
301	Spectrogram 1	1	25088.027099659	25136.761828591	25.500	26.600	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
302	Spectrogram 1	1	59915.593899703	59982.198029243	25.600	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
303	Spectrogram 1	1	65111.668738592	65160.403467524	25.300	27.000	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
304	Spectrogram 1	1	23834.363632108	23894.469797790	25.200	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
305	Spectrogram 1	1	65710.921401246	65764.529603071	25.300	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
306	Spectrogram 1	1	72823.178908397	72886.534056008	25.500	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
307	Spectrogram 1	1	55326.689100016	55375.423828948	25.600	26.900	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
308	Spectrogram 1	1	65319.603582034	65366.713820002	25.400	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
309	Spectrogram 1	1	64526.851991411	64583.709175164	25.400	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
310	Spectrogram 1	1	63678.867707997	63725.977945965	25.300	26.600	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
311	Spectrogram 1	1	74747.195208444	74789.431973518	25.600	26.900	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
312	Spectrogram 1	1	65522.664952583	65563.277226693	25.400	26.900	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
313	Spectrogram 1	1	56367.765072964	56405.128365145	22.400	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
314	Spectrogram 1	1	15440.713809828	15465.984958519	25.700	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
315	Spectrogram 1	1	63408.537946489	63452.399202528	25.400	27.000	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
316	Spectrogram 1	1	15507.337747288	15534.906273133	25.700	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
317	Spectrogram 1	1	66035.819594124	66079.680850163	25.500	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
318	Spectrogram 1	1	64015.137337627	64062.247575594	25.500	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
319	Spectrogram 1	1	9538.519856688	9575.883148869	25.700	26.600	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
320	Spectrogram 1	1	23439.612327760	23488.347056692	25.300	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
321	Spectrogram 1	1	66227.509527923	66268.121802033	25.200	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
322	Spectrogram 1	1	25456.786548577	25507.145768473	25.000	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
323	Spectrogram 1	1	65452.811841115	65498.297588118	25.500	27.000	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
324	Spectrogram 1	1	75562.581758169	75612.940978065	24.700	26.400	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
325	Spectrogram 1	1	67597.904931114	67648.264151010	25.100	27.000	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
326	Spectrogram 1	1	25159.504702093	25216.361885846	25.100	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
327	Spectrogram 1	1	66292.489166499	66336.350422537	25.600	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
328	Spectrogram 1	1	75270.173384578	75317.283622545	24.300	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
329	Spectrogram 1	1	21246.898556993	21302.035608684	25.000	26.600	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
330	Spectrogram 1	1	75823.637772509	75878.870465298	25.400	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
331	Spectrogram 1	1	64781.897072820	64822.509346930	24.800	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
332	Spectrogram 1	1	26444.477054927	26488.338310966	25.700	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
333	Spectrogram 1	1	17218.883726867	17264.831269943	25.700	27.000	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
334	Spectrogram 1	1	24469.539599186	24518.274328117	25.300	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
335	Spectrogram 1	1	69192.692324483	69243.051544379	25.400	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
336	Spectrogram 1	1	65387.832202539	65438.191422435	25.400	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
337	Spectrogram 1	1	77171.700744318	77217.186491321	24.800	26.600	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
338	Spectrogram 1	1	25390.182419036	25440.541638933	25.100	26.600	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
339	Spectrogram 1	1	66170.652344169	66211.264618279	24.800	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
340	Spectrogram 1	1	28964.827557701	29013.562286633	21.800	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
341	Spectrogram 1	1	64661.684741455	64695.799051707	24.800	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
342	Spectrogram 1	1	51386.533494363	51438.517205223	18.200	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
343	Spectrogram 1	1	24406.184451574	24451.670198577	24.500	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
344	Spectrogram 1	1	58631.668738592	58672.281012702	25.500	27.000	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
345	Spectrogram 1	1	24871.969801395	24907.708602612	25.100	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
346	Spectrogram 1	1	75210.067218895	75253.928474934	24.100	26.600	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
347	Spectrogram 1	1	24539.392710654	24581.629475729	25.300	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
348	Spectrogram 1	1	23373.008198220	23429.865381974	25.100	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
349	Spectrogram 1	1	23907.465725506	23964.322909259	25.000	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
350	Spectrogram 1	1	59099.396831103	59143.258087141	21.300	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
351	Spectrogram 1	1	22566.276790045	22614.521710274	23.700	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
352	Spectrogram 1	1	47242.095673923	47302.201839606	22.000	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
353	Spectrogram 1	1	50752.982018250	50791.969801395	18.600	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
354	Spectrogram 1	1	67807.464265520	67833.456120951	25.000	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
355	Spectrogram 1	1	47647.814768294	47703.047461084	17.700	26.500	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
356	Spectrogram 1	1	60162.516526291	60217.749219080	18.300	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
357	Spectrogram 1	1	23613.432860950	23675.163517597	23.900	26.600	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
358	Spectrogram 1	1	45023.496843799	45070.607081767	18.200	26.900	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
359	Spectrogram 1	1	23749.890101959	23811.620758606	24.100	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
360	Spectrogram 1	1	49158.855658017	49204.341405020	18.200	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
361	Spectrogram 1	1	43152.142564687	43204.126275548	18.300	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
362	Spectrogram 1	1	21553.133465220	21610.567894065	24.300	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
363	Spectrogram 1	1	24798.867707997	24855.724891751	25.000	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
364	Spectrogram 1	1	58009.488699230	58058.223428161	21.400	26.900	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
365	Spectrogram 1	1	22127.477753669	22184.912182514	24.400	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
366	Spectrogram 1	1	45441.557964108	45493.541674969	18.400	26.500	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
367	Spectrogram 1	1	68192.468624081	68241.203353013	21.400	26.600	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
368	Spectrogram 1	1	50280.777062657	50329.511791589	17.600	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
369	Spectrogram 1	1	22926.965003191	22972.912546267	22.300	27.000	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
370	Spectrogram 1	1	39531.082883240	39573.319648315	18.400	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
371	Spectrogram 1	1	52067.525605681	52116.260334613	21.500	26.900	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
372	Spectrogram 1	1	52627.974988397	52668.587262507	18.400	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
373	Spectrogram 1	1	76528.402322419	76588.508488101	23.500	26.500	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
374	Spectrogram 1	1	24660.785976024	24717.643159778	24.300	27.000	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
375	Spectrogram 1	1	72451.170477551	72498.280715518	22.100	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
376	Spectrogram 1	1	22200.993822591	22246.941365667	23.900	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
377	Spectrogram 1	1	43516.028540712	43568.012251572	18.100	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
378	Spectrogram 1	1	21886.253152521	21920.713809828	24.400	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
379	Spectrogram 1	1	73975.562000357	74040.541638933	23.000	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
380	Spectrogram 1	1	44368.826985149	44422.435186974	18.000	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
381	Spectrogram 1	1	21488.806904914	21537.051825144	23.600	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
382	Spectrogram 1	1	56304.409925353	56348.271181391	18.500	26.600	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
383	Spectrogram 1	1	37082.300384563	37142.406550245	18.300	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
384	Spectrogram 1	1	42469.856359642	42529.962525325	18.000	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
385	Spectrogram 1	1	54004.353455000	54049.839202003	21.800	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
386	Spectrogram 1	1	26512.705675432	26558.191422435	22.300	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
387	Spectrogram 1	1	44675.855777419	44747.333379852	18.100	26.600	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
388	Spectrogram 1	1	69335.647529349	69376.259803459	21.800	26.500	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
389	Spectrogram 1	1	38768.765343357	38819.124563253	18.000	26.900	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
390	Spectrogram 1	1	59031.168210598	59079.902939530	18.100	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
391	Spectrogram 1	1	49787.533661237	49834.643899204	18.000	26.400	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
392	Spectrogram 1	1	74113.643732330	74160.753970298	22.300	26.600	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
393	Spectrogram 1	1	22265.320382897	22311.267925973	23.300	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
